,sentences
5531,7 Clinical Trial Results Researchers were interested in how many patients had at least 75% of their EGWs clear from their skin.
5532,Researchers found that at the end of the treatment period: 12.5% of patients in the LFX453 Cream 1 group had at least 75% of their EGWs clear from their skin after 12 weeks of treatment.
5533,This was 2 out of 16 patients.
5534,10.0% of patients in the LFX Cream 2 group had at least 75% of their EGWs clear from their skin after 12 weeks of treatment.
5535,This was 1 out of 10 patients.
5536,No patients in the placebo groups had at least 75% of their EGWs clear from their skin after 12 weeks of treatment.
5537,21.4% of patients in the imiquimod group had 75% of their EGWs clear from their skin after 14 weeks of treatment.
5538,This was 3 out of 14 patients.
5539,Researchers had also planned to look at the time it took for the LFX453 treatment to get rid of EGWs and how quickly EGWs came back in patients who had complete clearance.
5540,But researchers could not answer these questions because only 1 patient had complete clearance of EGWs.
5542,The results presented here are for a single trial in men with EGWs.
5543,Researchers look at the results of many trials to decide which treatments work best and are safest for participants.
5550,"After agreeing to enter the Novartis website, type CLFX453X2202 into the keyword search box and click Search ."
5553,"- National Clinical Trial # NCT02482428 If more clinical trials are planned, they will be listed on 1 of the public websites below: Search for LFX453 www.clinicaltrials.gov www.clinicaltrialsregister.eu www.novartisclinicaltrials.com The Center for Information & Study on Clinical Research Participation (CISCRP) is a non-profit organization focused on educating and informing the public about clinical research participation."
5560,Thank you for taking part in the clinical trial for the drug LCZ696.
5561,"You helped researchers learn more about how LCZ696 works in people with high blood pressure and stiffness in the aorta, the largest artery in the body."
5562,This trial started in October 2013 and ended in June 2015.
5564,An independent non-profit organization called CISCRP prepared this summary of the trial results for you with the help of a medical writing organization.
5567,"Clinical Trial Results Research Sponsor: Novartis Location of Headquarters: Basel, Switzerland Telephone Number: 1-888-669-6682 (US only) +41613241111 (outside of US) Drug Studied: LCZ696 National Clinical Trial #: NCT01870739 Eudra Clinical Trial #: 2012-005720-15 Protocol #: CLCZ696A2224 Trial Date: October 2013 to June 2015 Short Trial Title: A trial to test if LCZ696 reduces stiffness in the aorta in people with high blood pressure Full Scientific Summary: www.novctrd.com 2 Clinical Trial Results What s happened since the trial ended?"
5568,"You were in this trial for about 1 year, but the trial took a little over 1 years to complete."
5569,"The trial included 115 participants from 4 sites: Germany (2), Switzerland (1), and the United Kingdom (1)."
5573,Researchers were looking for a better way to treat people with high blood pressure.
5574,Some people with high blood pressure experience stiffness in the walls of the main artery of the body called the aorta.
5576,Researchers in this trial wanted to see if a drug called LCZ696 could help lower blood pressure and reduce stiffening in the aorta.
5577,Researchers compared LCZ696 with a drug called olmesartan.
5578,Olmesartan is approved to treat high blood pressure.
5579,The main questions researchers asked in the trial were: Did LCZ696 reduce stiffening of blood vessels more than olmesartan after 52 weeks of treatment?
5580,Did LCZ696 help in other ways?
5581,How safe was LCZ696 and what were the medical problems?
5583,The participants in this trial were 23 to 80 years old and had high blood pressure.
5584,Their blood pressure results also indicated stiffness in the walls of their aorta.
5587,"This means none of the participants, trial doctors, or staff knew what treatment each participant received."
5589,"That way, no one was biased when trying to understand the results."
5590,"When the trial ended, the research sponsor found out which treatment participants took so they could create a report of the trial results."
5591,3 Clinical Trial Results The figure below shows how the trial was done.
5592,"Double-Blind Treatment: 114 Participants Before Treatment Week 12 Week 52 44.1% Part A: Single-Drug Period Part B: Add-On Period Lower Dose: 2 weeks Higher Dose: 10 weeks 40 weeks 57 participants took 200 mg LCZ696, then 400 mg LCZ696 Participants continued taking either 400 mg LCZ696 or 40 mg olmesartan If they needed further help in controlling their blood pressure, they could also take 2.5 mg, 5 mg, or 10 mg amlodipine 57 participants took 20 mg olmesartan, then 40 mg olmesartan Pictures of the heart taken using MRI What happened during the trial?"
5593,Trial doctors did a full check-up of all participants to make sure they were good candidates for the trial.
5594,They also took blood samples and used magnetic resonance imaging (MRI) scans to take detailed pictures of the heart and aorta.
5595,"Because some participants were already taking medications to treat high blood pressure, everyone initially took a placebo for 4 weeks during a washout period ."
5596,A placebo looks like the study drug but has no medicine in it.
5597,Washout periods help get rid of the effect that previous medications may have had.
5598,Part A lasted 12 weeks.
5599,"For the first 2 weeks, participants were randomly assigned, like flipping a coin, to take either 200 milligrams (mg) LCZ696 or 20 mg olmesartan."
5600,Researchers were interested in seeing if participants could handle these doses without having medical problems.
5601,"Then, for the next 10 weeks, participants took higher doses of the study drugs, either 400 mg LCZ696 or 40 mg olmesartan."
5602,4 Clinical Trial Results Part B lasted 40 weeks.
5603,"During this longer part of the trial, participants continued taking either 400 mg LCZ696 or 40 mg olmesartan."
5604,"However, if these drugs were not controlling their blood pressure well enough, participants could also begin taking 2.5 mg, 5 mg, or 10 mg of amlodipine."
5605,This is a drug also approved to lower high blood pressure.
5606,"Throughout the trial, trial doctors took blood samples and checked participants weight, temperature, blood pressure, and heart rate."
5607,Trial doctors also checked participants arteries using MRI scans.
5609,This is a summary of the overall findings and may not be the same for all participants.
5610,Researchers look at results of many studies to decide which drugs work best and are safer for patients.
5614,Did LCZ696 reduce stiffening of blood vessels more than olmesartan after 52 weeks of treatment?
5616,"LCZ696 did reduce stiffening, but the difference between LCZ696 and olmesartan was too small for researchers to know if LCZ696 reduced stiffening of blood vessels more than olmesartan after 52 weeks of treatment."
5617,"Using MRI scans, trial doctors looked at the stiffness of different parts of the aorta with each heartbeat."
5618,"Trial doctors examined the ascending aorta, or the part of the aorta that receives blood from the heart."
5619,"They also examined two parts of the descending aorta, or the part of the aorta that sends blood downward towards the lower part of the body."
5620,Researchers measured the change in the average stiffness in the aorta.
5621,They found that all 3 areas of the aorta showed less stiffness after 52 weeks of treatment with either LCZ696 or olmesartan.
5622,5 Clinical Trial Results The graph below shows the change in average stiffness of the aorta after 52 weeks of treatment with LCZ696 or olmesartan.
5623,Researchers measured the change in the average stiffness in mmHg.
5624,"The higher the number is, the less stiff the arteries are, which makes it easier for the heart to pump blood to the body."
5625,Change in Average Aortic Stiffness After 52 Weeks of Treatment Ascending Aorta Descending Aorta (closer to the heart) Descending Aorta (farther away from the heart) 0.0 0.1 0.2 0.3 0.4 0.5 0.6 0.547 C h an g e in a o rt ic s ti ff n es s (m m H g ) 0.498 0.417 OlmesartanLCZ696 0.510 0.330 0.269 Did LCZ696 help in other ways?
5626,Researchers found that LCZ696 did not help more than olmesartan after 52 weeks of treatment in the following ways: Aortic strain (stretching/straining of the aortic wall).
5627,Aortic pulse wave velocity (speed of the pressure as it moves down the aorta).
5628,Central blood pressure (overall pressure in the aorta).
5629,"However, the gap between the high and low blood pressure in the central aorta (beside the heart) was lower with olmesartan than with LCZ696."
5630,Augmentation pressure and index (how a pulse flowing through the aorta affects its pressure).
5635,An adverse event is any sign or symptom that may or may not be caused by the study drug.
5637,A total of 89 participants (78.1%) had adverse events in the trial.
5638,Two participants (1.8%) left the study because of adverse events.
5639,The table below shows how many participants had adverse events in the study.
5640,Adverse Events in this Study Part A Part B LCZ696 200 mg (out of 57 participants) Olmesartan 20 mg (out of 57 participants) LCZ696 400 mg (out of 57 participants) Olmesartan 40 mg (out of 56 participants) LCZ696 400 mg Amlodipine (out of 54 participants) Olmesartan 40 mg Amlodipine (out of 53 participants) How many participants had adverse events?
5641,13 (22.8%) 16 (28.1%) 21 (36.8%) 28 (50.0%) 31 (57.4%) 38 (71.7%) How many participants had serious adverse events?
5642,0 (0.0%) 2 (3.5%) 0 (0.0%) 2 (3.6%) 6 (11.1%) 5 (9.4%) Did any participants have serious adverse events?
5643,"An adverse event is called serious when it is life-threatening, causes lasting problems, or the participant needs hospital care."
5644,No participants died during this study.
