,sentences
6508,BI 443651 100 g dose (35 patients) 400 g dose (36 patients) 1200 g dose (36 patients) Placebo (35 patients) Cough 14 patients (40%) 10 patients (28%) 14 patients (39%) 3 patients (9%) Bad taste in mouth (dysgeusia) 5 patients (14%) 12 patients (33%) 15 patients (42%) 0 patients Chest discomfort 0 patients 1 patient (3%) 10 patients (28%) 0 patients Are there additional studies?
6510,"To search for these studies, use the following name: BI 443651."
6513,Go to and search for the study number 1363.7.
6517,"The full title of the study is: A 2-part phase I, multiple-dose, single- and double-blind randomised, double-dummy, placebo-controlled, 4-way crossover study to assess safety and tolerability of BI 443651 via Respimat versus placebo via Respimat in subjects with mild asthma following methacholine challenge ."
6518,This study started in May 2017 and finished in February 2018. 07 March 2019 BI 1363.7 Page 4 of 4 Important notice This summary shows only the results from one study and may not represent all of the knowledge about the medicine studied.
6535,1302-0005-lay-summary_english 22 October 2019 BI 1302-0005 Page 2 of 5 INVICTAN-2: A study in people with non-squamous non-small cell lung cancer (nsNSCLC) to find out whether BI 695502 works as well as Avastin when taken with standard chemotherapy This is a summary of results from one clinical study.
6553,22 October 2019 BI 1302-0005 Page 3 of 5 The following table shows the numbers of participants in the study in different regions.
6554,"Region Countries Number of Patients Asia Japan, Malaysia, Philippines, South Korea, Thailand, Vietnam 132 Eastern Europe Bulgaria, Croatia, Hungary, Poland, Romania, Russia, Serbia, Ukraine 322 Western Europe and U.S. Germany, Greece, Italy, Portugal, Spain, United Kingdom, United States 77 Rest of World Argentina, Brazil, Chile, Egypt, Mexico, South Africa, Turkey 132 How was this study done?"
6571,22 October 2019 BI 1302-0005 Page 4 of 5 What were the results of this study?
6581,"Unwanted effect BI 695502 335 participants were in this group Avastin 328 participants were in this group Abnormally high levels of protein in the urine (Proteinuria) 41 patients (12%) 34 patients (10%) High blood pressure (Hypertension) 33 patients (10%) 36 patients (11%) Nosebleed (Epistaxis) 26 patients (8%) 19 patients (6%) Reduced number of red blood cells (Anaemia) 24 patients (7%) 32 patients (10%) Nausea 24 patients (7%) 26 patients (8%) Some unwanted effects were serious because they required a visit to hospital or a longer stay in hospital, were life-threatening, or fatal."
6587,22 October 2019 BI 1302-0005 Page 5 of 5 Where can I find more information about this study?
6589,Go to and search for the study number 1302.5.
6615,1302-0003-lay-summary_english 14 June 2019 BI 1302.3 Page 1 of 5 A study in patients with metastatic colorectal cancer to test the safety of BI 695502 when given with chemotherapy This is a summary of a clinical study about cancer.
6625,Researchers needed to learn more about BI 695502 to see if it is safe for patients.
6629,"The combination of the drugs leucovorin, 5-fluorouracil, and oxaliplatin is part of a standard treatment for patients with mCRC."
6633,14 June 2019 BI 1302.3 Page 2 of 5 Who took part in this study?
6637,This included 68 men (55%) and 55 women (45%).
6642,Countries Number of Patients Ukraine 44 United States 42 Japan 30 Spain 7 How was this study done?
6645,We compared this to studies on the same health problems that patients had after starting to take Avastin .
6657,14 June 2019 BI 1302.3 Page 3 of 5 What were the results of this study?
6660,We found that number of patients with health problems were similar for BI 695502 and Avastin .
6662,"Health problem All patients (123 patients) Allergic reactions (anaphylactic/hypersensitivity/infusion- related reactions) 23 patients (19%) Blood clots that lead to other serious health problems (thromboembolic events) 15 patients (12%) Holes in the stomach, oesophagus, or intestines (gastrointestinal perforations) 3 patients (2%) High blood pressure (hypertension) 35 patients (29%) Too much protein in the urine (proteinuria) 12 patients (10%) Bleeding in the lungs (pulmonary haemorrhage) 0 patients All types of bleeding (all haemorrhages) 28 patients (23%) Wound-healing problems (wound-healing complications including abscess and fistulas) 2 patients (2%) An illness with headaches, seizures, confusion, and loss of vision (posterior reversible encephalopathy syndrome) 0 patients Loss of function in the ovaries (ovarian failure) 0 patients 14 June 2019 BI 1302.3 Page 4 of 5 Did patients have any unwanted effects?"
6668,"Unwanted effect All patients (123 patients) High blood pressure (hypertension) 25 patients (20%) Fatigue 21patients (17%) Nosebleeds (epistaxis) 16 patients (13%) Nausea 16 patients (13%) Diarrhoea 15 patients (12%) Some unwanted effects were serious because they required a visit to hospital or a longer stay in hospital, or were life-threatening."
6671,14 June 2019 BI 1302.3 Page 5 of 5 Where can I find more information about this study?
6673,Go to and search for the study number 1302.3.
6700,1270-0011-lay-summary_english 05 July 2019 BI 1270.11 Page 1 of 4 A study to test different doses of BI 836826 with gemcitabine and oxaliplatin in patients with diffuse large B-cell lymphoma This is a summary of a clinical study about cancer.
6706,We tested a medicine called BI 836826 in patients with diffuse large B-cell lymphoma (DLBCL).
6720,05 July 2019 BI 1270.11 Page 2 of 4 Who took part in this study?
6750,05 July 2019 BI 1270.11 Page 3 of 4 The table below shows the 4 most common unwanted effects.
6751,"Unwanted effect BI 836826 (21 patients) Reduced number of neutrophils, a type of white blood cell (neutropenia) 11 patients (52%) Reduced number of red blood cells (anaemia) 10 patients (48%) Reduced number of platelets, a type of blood-clotting cell (thrombocytopenia) 10 patients (48%) Infusion-related reactions 8 patients (38%) Some unwanted effects were serious because they required a visit to hospital or a longer stay in hospital, were life-threatening, or fatal."
6756,Go to and search for the study number 1270.11.
6762,"05 July 2019 BI 1270.11 Page 4 of 4 The full title of the study is: An open label multicenter Phase Ib/II trial to determine the dose of BI 836826 in combination with gemcitabine and oxaliplatin (GemOx) and the efficacy of BI 836826-GemOx versus rituximab (R)- GemOx (R-GemOx) in patients with relapsed/ refractory diffuse large B-cell lymphoma (DLBCL) who are not eligible for, or have relapsed/progressed after autologous/allogeneic stem cell transplant ."
6783,Lay summary 1218.22 People with type 2 diabetes have a 2- to 4-fold higher risk of cardio- vascular disease.
6784,This study tested linagliptin on top of standard care in patients with type 2 diabetes.
6785,Is linagliptin as safe as placebo if added to one s standard meds in regards to heart attack or stroke or cardiovascular death?
6786,"Placebo which didn t contain active medicine Each patient took each day 1 for 2 years & 2 months on average Effect of linagliptin on cardiovascular health and kidney function in patients with type 2 diabetes who have cardiovascular risks (the CARMELINA study, 1218.22) 5 mg Linagliptin or Coming from Europe, South Africa & Israel, Latin America, North America and Asia Patients taking part were at risk of cardiovascular diseases Percent of patients 1 A similar percentage of patients in the linagliptin group and in the placebo group experienced unwanted effects."
6787,Percent of patients The percentage of patients with heart attack or stroke or cardiovascular death was similar for linagliptin and placebo.
6788,"Linagliptin Placebo 19 16 Linagliptin 12.4 12.1 Placebo   See Haffner SM, Lehto S, Ronnemaa T, Pyorala K, Laakso M. N Engl J Med 1998;339(4):229-234."
6792,World map Fotolia by Maeliss Boehringer Ingelheim International GmbH 11 February 2019 BI 1218.22 Page 2 of 6 CARMELINA: Effect of linagliptin on cardiovascular health and kidney function in patients with type 2 diabetes who have cardiovascular risks This is a summary of a clinical study in type 2 diabetes.
6812,"11 February 2019 BI 1218.22 Page 3 of 6 Overall, 6979 patients were treated in this study."
6818,"Region Countries Number of Patients Europe Bulgaria, Croatia, Czech Republic, Germany, Hungary, Israel, Netherlands, Poland, Portugal, Romania, Russia, South Africa , Spain, Ukraine, United Kingdom 2936 Latin America Argentina, Brazil, Chile, Colombia, Mexico 2314 North America Canada, United States 1183 Asia China, Japan, Malaysia, South Korea, Taiwan 558  For this study, data from South Africa was analysed with data from European countries."
6824,The patients in each group took one of the following medicines every day: Linagliptin group: 1 tablet containing 5 mg of linagliptin Placebo group: 1 placebo tablet Patients in this study took linagliptin or placebo tablets for about 2 years and 2 months on average.
6831,11 February 2019 BI 1218.22 Page 4 of 6 What were the results of this study?
6842,"Linagliptin (5 mg) (3494 patients) Placebo (3485 patients) Too little sugar in the blood (hypoglycaemia) 425 patients (12%) 378 patients (11%) Too much of a pancreatic enzyme (lipase increased) 50 patients (1%) 22 patients (1%) Too much sugar in the blood (hyperglycaemia) 17 patients (1%) 29 patients (1%) Reduced kidney function (glomerular filtration rate decreased) 13 patients (less than 1%) 16 patients (1%) Diarrhoea 12 patients (less than 1%) 5 patients (less than 1%) Dizziness 7 patients (less than 1%) 11 patients (less than 1%) 11 February 2019 BI 1218.22 Page 5 of 6 Some unwanted effects were serious because they required a visit to hospital or a longer stay in hospital, were life-threatening or fatal."
6852,Go to and search for the study number 1218.22.
6861,This study started in July 2013 and finished in January 2018. 11 February 2019 BI 1218.22 Page 6 of 6 Important notice This summary shows only the results from one study and may not represent all of the knowledge about the medicine studied.
6878,205.445 Lay Summary 18 April 2019 BI 205.445 Page 1 of 12 18 April 2019 BI 205.445 Page 2 of 12 18 April 2019 BI 205.445 Page 3 of 12 18 April 2019 BI 205.445 Page 4 of 12 18 April 2019 BI 205.445 Page 5 of 12 18 April 2019 BI 205.445 Page 6 of 12 18 April 2019 BI 205.445 Page 7 of 12 18 April 2019 BI 205.445 Page 8 of 12 18 April 2019 BI 205.445 Page 9 of 12 Efficacy and Safety of 2 Doses of Tiotropium Respimat Compared to Placebo in Children with Moderate Persistent Asthma This is a summary of a clinical study in asthma.
