sent_id;sentence;entity_count;BERN_extracted_ngram;BERN_entity_type;msh_id;MESHtoCUIs
147673;I'd say aleukemic leukemia.;1;aleukemic leukemia;disease;D007938;['C0023418']
147678;He had no evidence of being anemic or immune-compromised when he was admitted.;1;anemic;disease;Unknown;[]
147678;He had no evidence of being anemic or immune-compromised when he was admitted.;2;immune-compromised;disease;Unknown;[]
147709;Takayama here.;1;Takayama;disease;Unknown;[]
147712;Those threadworms.;1;threadworms;disease;D017229;['C0086227']
147716;He has extraintestinal crohn's.;1;extraintestinal crohn's;disease;Unknown;[]
147719;Why there's so much autoimmune disease in the developed world, and almost none in the developing world.;1;autoimmune disease;disease;D001327;['C0004364']
147720;The worms were keeping the crohn's in check, teaching his immune system what it should've learned from eating dirt growing up.;1;crohn's;disease;D003424;['C0010346', 'C0267380', 'C0156147', 'C0678202', 'C0949272']
147724;Let's start him on methylprednisolone.;1;methylprednisolone;drug;Unknown;[]
147725;And some helminths.;1;helminths;disease;Unknown;[]
147735;than one of your platinum-blonde plastic surgery patients.;1;platinum;drug;Unknown;[]
147735;than one of your platinum-blonde plastic surgery patients.;2;plastic surgery;disease;Unknown;[]
147753;They're just lab rats for your little puzzles.;1;rats;species;Unknown;[]
147792;If you need an ibuprofen...;1;ibuprofen;drug;Unknown;[]
147804;Send a C-reactive protein to look for inflammation and an ANA to screen for autoimmune.;1;C-reactive protein;gene;Unknown;[]
147804;Send a C-reactive protein to look for inflammation and an ANA to screen for autoimmune.;2;ANA;gene;Unknown;[]
147805;The rest of you take a history and do an l.P. to rule out viral encephalitis.;1;viral encephalitis;disease;D004671;['C0014055', 'C0751098']
147813;Steroids to treat, brain angiogram to confirm, EMG and nerve biopsy while you're at it.;1;Steroids;drug;D013256;['C0038317', 'C0007401']
147818;Is a restrictive diet works long hours indoors, became hypocalcemic, got tetany and photophobia.;1;hypocalcemic;disease;D006996;['C0020598']
147818;Is a restrictive diet works long hours indoors, became hypocalcemic, got tetany and photophobia.;2;tetany;disease;D013746;['C0037768', 'C0039621', 'C0270224', 'C0917812']
147818;Is a restrictive diet works long hours indoors, became hypocalcemic, got tetany and photophobia.;3;photophobia;disease;D020795;['C0085636']
147821;Right after I take the patient to the phototherapy suite, blast him in ultraviolet light, and IV vitamins for his severe vitamin D deficiency.;1;vitamin D deficiency;disease;D014808;['C0042870']
147821;Right after I take the patient to the phototherapy suite, blast him in ultraviolet light, and IV vitamins for his severe vitamin D deficiency.;2;vitamin D;drug;Unknown;[]
147828;Sounds like sepsis...;1;sepsis;disease;D018805;['C0243026', 'C1719672', 'C0036690', 'C0034189']
147830;But widespread petechial rash, nervous system involvement.;1;petechial rash;disease;Unknown;[]
147830;But widespread petechial rash, nervous system involvement.;2;nervous system involvement;disease;Unknown;[]
147854;You're an addiction addict.;1;addiction;disease;Unknown;[]
147888;You're apparently shocked by this, which means you thought there was some way we could date, get married, have two kids, a dog, retire to Florida, all without House finding out.;1;dog;species;Unknown;[]
147901;If it's inflammation inside the bile channels sclerosing cholangitis.;1;sclerosing cholangitis;disease;D015209;['C0008313', 'C0566602']
147904;Stop pummeling 13 and Taub.;1;Taub;gene;Unknown;[]
147914;Staves off the most debilitating symptoms of Huntington's.;1;Huntington's;disease;D006816;['C0020179', 'C0393574', 'C0751208', 'C0751207']
147941;Which means it could be a hematological problem plus cardiomyopathy;1;cardiomyopathy;disease;Unknown;[]
147947;Hypopituitarism could cause multi-organ failure if...;1;Hypopituitarism;disease;D007018;['C0020635', 'C0242342']
147947;Hypopituitarism could cause multi-organ failure if...;2;multi-organ failure;disease;D009102;['C0026766']
147958;Those thread worms.;1;thread worms;disease;D017229;['C0086227']
147960;They were keeping the Crohn's in check, teaching his immune system what it should've learned from eating dirt growing up.;1;Crohn's;disease;D003424;['C0010346', 'C0267380', 'C0156147', 'C0678202', 'C0949272']
147997;Oh, good, you paged the limpness specialist.;1;limpness;disease;Unknown;[]
148002;Run an STD panel and a tox screen, send a C-reactive protein to look for inflammation and an ANA to screen for autoimmune.;1;C-reactive protein;gene;Unknown;[]
148002;Run an STD panel and a tox screen, send a C-reactive protein to look for inflammation and an ANA to screen for autoimmune.;2;ANA;gene;Unknown;[]
148003;The rest of you take a history and do an LP to rule out viral encephalitis.;1;viral encephalitis;disease;D004671;['C0014055', 'C0751098']
148004;I get tested for STDs regularly, so does everyone I work with.;1;STDs;disease;D012749;['C0036916']
148017;Tox screen was clean, we ruled out viral encephalitis.;1;viral encephalitis;disease;D004671;['C0014055', 'C0751098']
148030;It could also be a severe vitamin D deficiency.;1;vitamin D deficiency;disease;D014808;['C0042870']
148030;It could also be a severe vitamin D deficiency.;2;vitamin D;drug;Unknown;[]
148031;He has a restrictive diet, works long hours indoors, became hypocalcemic, got tetany and photophobia.;1;hypocalcemic;disease;D006996;['C0020598']
148031;He has a restrictive diet, works long hours indoors, became hypocalcemic, got tetany and photophobia.;2;tetany;disease;D013746;['C0037768', 'C0039621', 'C0270224', 'C0917812']
148031;He has a restrictive diet, works long hours indoors, became hypocalcemic, got tetany and photophobia.;3;photophobia;disease;D020795;['C0085636']
148034;Right after I take the patient to the phototherapy suite, blast him with ultraviolet light and IV vitamins for his severe vitamin D deficiency.;1;vitamin D deficiency;disease;D014808;['C0042870']
148034;Right after I take the patient to the phototherapy suite, blast him with ultraviolet light and IV vitamins for his severe vitamin D deficiency.;2;vitamin D;drug;Unknown;[]
148044;UV rays made the patient's capillaries more fragile, hastening the onset of DIC.;1;DIC;disease;D004211;['C0012739']
148047;No fever, plus it wouldn't explain the spasmodic muscle contractions.;1;fever;disease;D005334;['C0015967']
148049;But widespread petechial rash, nervous system involvement...;1;petechial rash;disease;Unknown;[]
148049;But widespread petechial rash, nervous system involvement...;2;nervous system involvement;disease;Unknown;[]
148050;Start the patient on heparin for the DIC, broad-spectrum antibiotics for the meningococcemia.;1;meningococcemia;disease;Unknown;[]
148052;I guess he finally told you that he iced Idi Amin Jr.;1;Idi Amin;drug;Unknown;[]
148068;Mr. Takayama?;1;Takayama;disease;Unknown;[]
148069;I'm really happy with what the last guy did with my eyes, but why would broad-spectrum antibiotics fail to work on meningococcemia?;1;meningococcemia;disease;Unknown;[]
148073;A guy who needs two decades' worth of corn chips hoovered out of his neck, or a guy who can't stand daylight and whose blood won't clot.;1;corn;species;Unknown;[]
148103;Klatskin tumor, obstructing his bile ducts?;1;Klatskin tumor;disease;D018285;['C0206702', 'C4045991']
148104;No jaundice, wouldn't have ocular effects.;1;jaundice;disease;Unknown;[]
148105;But if it's inflammation inside the bile channels, sclerosing cholangitis.;1;sclerosing cholangitis;disease;D015209;['C0008313', 'C0566602']
148116;You're doing core training, which improves balance, which staves off the most debilitating symptoms of Huntington's.;1;Huntington's;disease;D006816;['C0020179', 'C0393574', 'C0751208', 'C0751207']
148132;That's not a gallstone.;1;gallstone;disease;D002769;['C0008350']
148141;No one knows why you're leaving PPTH.;1;PPTH;drug;Unknown;[]
148151;Peritoneal carcinomatosis explains the liver failure, paraneoplastic syndrome explains everything else.;1;Peritoneal carcinomatosis;disease;D011553;['C0033822']
148151;Peritoneal carcinomatosis explains the liver failure, paraneoplastic syndrome explains everything else.;2;liver failure;disease;D017093;['C0085605']
148151;Peritoneal carcinomatosis explains the liver failure, paraneoplastic syndrome explains everything else.;3;paraneoplastic syndrome;disease;D010257;['C0030472']
148166;Hypopituitarism?;1;Hypopituitarism;disease;D007018;['C0020635', 'C0242342']
148167;Could cause multi-organ failure if...;1;multi-organ failure;disease;D009102;['C0026766']
148168;I'd say aleukemic leukemia, marrow's not making enough normal cells, but...;1;aleukemic leukemia;disease;D007938;['C0023418']
148170;He had no evidence of being anemic or immune-compromised when he was admitted...;1;anemic;disease;Unknown;[]
148170;He had no evidence of being anemic or immune-compromised when he was admitted...;2;immune-compromised;disease;Unknown;[]
148184;He has extra-intestinal Crohn's.;1;Crohn's;disease;D003424;['C0010346', 'C0267380', 'C0156147', 'C0678202', 'C0949272']
148186;It's the hygiene hypothesis, why there's so much autoimmune disease in the developed world, and almost none in the developing world.;1;autoimmune disease;disease;D001327;['C0004364']
148187;The worms were keeping the Crohn's in check, teaching his immune system what it should've learned from eating dirt growing up.;1;Crohn's;disease;D003424;['C0010346', 'C0267380', 'C0156147', 'C0678202', 'C0949272']
148189;We'll start him on methylprednisolone.;1;methylprednisolone;drug;Unknown;[]
148191;Better to cheat with a beaker and an MRI than one of your platinum-blonde plastic surgery patients.;1;platinum;drug;Unknown;[]
148191;Better to cheat with a beaker and an MRI than one of your platinum-blonde plastic surgery patients.;2;plastic surgery;disease;Unknown;[]
148195;You don't even think of them as people, they're just lab rats for your little puzzles.;1;rats;species;Unknown;[]
148228;Recurring migraines and blurred vision.;1;migraines;disease;D008881;['C0149931', 'C0270858', 'C0521664', 'C0007852', 'C0700438', 'C0018984', 'C0042331', 'C0338489']
148228;Recurring migraines and blurred vision.;2;blurred vision;disease;Unknown;[]
148233;Ataxia, anemia, mild cough.;1;Ataxia;disease;D001259;['C0004134', 'C0750937', 'C0278161', 'C0240991', 'C0427190', 'C0520966', 'C0750940']
148233;Ataxia, anemia, mild cough.;2;anemia;disease;D000740;['C0002871']
148233;Ataxia, anemia, mild cough.;3;cough;disease;D003371;['C0010200']
148239;Ataxia and anemia could be viral.;1;Ataxia;disease;D001259;['C0004134', 'C0750937', 'C0278161', 'C0240991', 'C0427190', 'C0520966', 'C0750940']
148239;Ataxia and anemia could be viral.;2;anemia;disease;D000740;['C0002871']
148244;TTP's a better fit.;1;TTP;drug;Unknown;[]
148255;Or hiding a history of mental illness?;1;mental illness;disease;D001523;['C0004930', 'C0004936', 'C0376338', 'C4046029']
148264;That's what you said about the Dibala incident.;1;Dibala;disease;Unknown;[]
148276;Normally, we'd try plasmapheresis, but the patient has an albumin colloid allergy.;1;albumin colloid allergy;disease;Unknown;[]
148276;Normally, we'd try plasmapheresis, but the patient has an albumin colloid allergy.;2;albumin;gene;Unknown;[]
148279;So you do really think he has TTP?;1;TTP;disease;D011697;['C0034155', 'C1268935', 'C1956258']
148319;CNS vasculitis explains ataxia, and anemia, maybe the stroke.;1;CNS vasculitis;disease;D020293;['C0751879', 'C0751878', 'C0238051', 'C0018202', 'C0751880', 'C0751881']
148319;CNS vasculitis explains ataxia, and anemia, maybe the stroke.;2;ataxia;disease;D001259;['C0004134', 'C0750937', 'C0278161', 'C0240991', 'C0427190', 'C0520966', 'C0750940']
148319;CNS vasculitis explains ataxia, and anemia, maybe the stroke.;3;anemia;disease;D000740;['C0002871']
148319;CNS vasculitis explains ataxia, and anemia, maybe the stroke.;4;stroke;disease;D020521;['C0038454', 'C0751956']
148324;No hemorrhaging.;1;hemorrhaging;disease;D006470;['C0019080']
148327;Acquired pancytopenia.;1;Acquired pancytopenia;disease;Unknown;[]
148330;O for organophosphates, t for tricyclics, I for insulin.;1;organophosphates;drug;D010755;['C0031701', 'C1452958', 'C1452959']
148330;O for organophosphates, t for tricyclics, I for insulin.;2;tricyclics;drug;Unknown;[]
148330;O for organophosphates, t for tricyclics, I for insulin.;3;insulin;gene;Unknown;[]
148382;Elevated albumen: 7.2.;1;albumen;gene;Unknown;[]
148385;If he developed hyperkalemia, that would explain the ataxia.;1;hyperkalemia;disease;D006947;['C0020461']
148385;If he developed hyperkalemia, that would explain the ataxia.;2;ataxia;disease;D001259;['C0004134', 'C0750937', 'C0278161', 'C0240991', 'C0427190', 'C0520966', 'C0750940']
148386;But the stroke...;1;stroke;disease;D020521;['C0038454', 'C0751956']
148398;Polycystic kidney disease?;1;Polycystic kidney disease;disease;D007690;['C0022680', 'C1567435']
148399;No UTIS or flank pain.;1;UTIS;disease;D014552;['C0042029']
148399;No UTIS or flank pain.;2;flank pain;disease;D021501;['C0423641', 'C0016199', 'C0423640']
148402;Cough could mean goodpasture syndrome.;1;goodpasture syndrome;disease;D019867;['C0403529']
148431;He's a moron compared to what he was.;1;moron;drug;Unknown;[]
148433;It also causes brain damage.;1;brain damage;disease;Unknown;[]
148434;Unless taken with the proper amount of ethanol.;1;ethanol;drug;Unknown;[]
148455;Diarrhea, weight loss?;1;Diarrhea;disease;C565627;['C1857276']
148482;Vitamin B12 deficiency?;1;Vitamin B12 deficiency;disease;D014806;['C0042847']
148482;Vitamin B12 deficiency?;2;Vitamin B12;drug;Unknown;[]
148483;Gives us anemia, numbness.;1;anemia;disease;D000740;['C0002871']
148483;Gives us anemia, numbness.;2;numbness;disease;D006987;['C0020580', 'C0234190']
148484;If he has a vascular malformation--;1;vascular malformation;disease;D054079;['C0158570']
148525;So it is TTP.;1;TTP;drug;Unknown;[]
148528;16 splenectomies.;1;splenectomies;disease;Unknown;[]
148570;Recurring migraines, blurred vision.;1;migraines;disease;D008881;['C0149931', 'C0270858', 'C0521664', 'C0007852', 'C0700438', 'C0018984', 'C0042331', 'C0338489']
148570;Recurring migraines, blurred vision.;2;blurred vision;disease;Unknown;[]
148574;Confirm with a blood smear and adamts13 antibodies.;1;adamts13 antibodies;gene;Unknown;[]
148575;TTP isn't completely curable, but the symptoms are manageable with the treatment.;1;TTP;disease;D011697;['C0034155', 'C1268935', 'C1956258']
148597;CNS vasculitis explains ataxia, and anemia,;1;CNS vasculitis;disease;D020293;['C0751879', 'C0751878', 'C0238051', 'C0018202', 'C0751880', 'C0751881']
148597;CNS vasculitis explains ataxia, and anemia,;2;ataxia;disease;D001259;['C0004134', 'C0750937', 'C0278161', 'C0240991', 'C0427190', 'C0520966', 'C0750940']
148597;CNS vasculitis explains ataxia, and anemia,;3;anemia;disease;D000740;['C0002871']
148598;maybe the stroke.;1;stroke;disease;D020521;['C0038454', 'C0751956']
148601;O for organophosphates,;1;organophosphates;drug;D010755;['C0031701', 'C1452958', 'C1452959']
148602;t for tricyclics, i for insulin.;1;tricyclics;drug;Unknown;[]
148602;t for tricyclics, i for insulin.;2;insulin;gene;Unknown;[]
148624;Liver failure would explain the symptoms.;1;Liver failure;disease;D017093;['C0085605']
